LocationName,Polygon,Polygon_coords,total_messages,total_devices,latency_messages,latency_devices,latency_messages_ratio,latency_device_ratio,device_ids,latency_device_ids,severity
ZADUR-TDR,"-29.869494,31.040962,-29.872910,31.044717,-29.874761,31.042803,-29.871186,31.038938,-29.869494,31.040962","[[-29.869494, 31.040962], [-29.87291, 31.044717], [-29.874761, 31.042803], [-29.871186, 31.038938], [-29.869494, 31.040962]]",99,7,0,0,0.0,0.0,"['A0001409', 'A0002450', 'A0003244', 'A0004051', 'A0004129', 'A0004219', 'A0004284']",,0.0
ZAJNB-DHV,"-26.205197,28.134049,-26.206624,28.134755,-26.206922,28.133924,-26.205676,28.133141,-26.205197,28.134049","[[-26.205197, 28.134049], [-26.206624, 28.134755], [-26.206922, 28.133924], [-26.205676, 28.133141], [-26.205197, 28.134049]]",0,0,0,0,0.0,0.0,,,-0.0
ZAJNB-DKJ,"-26.220676,28.068203,-26.219858,28.072659,-26.221033,28.072694,-26.221106,28.071700,-26.222124,28.070565,-26.221746,28.066869,-26.220676,28.068203","[[-26.220676, 28.068203], [-26.219858, 28.072659], [-26.221033, 28.072694], [-26.221106, 28.0717], [-26.222124, 28.070565], [-26.221746, 28.066869], [-26.220676, 28.068203]]",29,1,16,1,55.2,100.0,['A0004297'],['A0004297'],16.7
ZAJNB-DSG,"-26.216293,28.136521,-26.215704,28.137089,-26.218499,28.139234,-26.219169,28.138792,-26.216293,28.136521","[[-26.216293, 28.136521], [-26.215704, 28.137089], [-26.218499, 28.139234], [-26.219169, 28.138792], [-26.216293, 28.136521]]",208,2,0,0,0.0,0.0,"['A0003330', 'A0005027']",,0.0
ROCST-TCS,"44.108187,28.659333,44.108015,28.665365,44.096694,28.664714,44.096743,28.662760,44.089605,28.662486,44.089901,28.658133,44.108187,28.659333","[[44.108187, 28.659333], [44.108015, 28.665365], [44.096694, 28.664714], [44.096743, 28.66276], [44.089605, 28.662486], [44.089901, 28.658133], [44.108187, 28.659333]]",2524,38,13,3,0.5,7.9,"['A0000430', 'A0000457', 'A0000647', 'A0000819', 'A0000879', 'A0001102', 'A0001422', 'A0001484', 'A0001557', 'A0001576', 'A0001695', 'A0001816', 'A0002085', 'A0002278', 'A0002325', 'A0002390', 'A0002462', 'A0002864', 'A0002972', 'A0003024', 'A0003098', 'A0003196', 'A0003211', 'A0003225', 'A0003350', 'A0003430', 'A0003756', 'A0004123', 'A0004196', 'A0004413', 'A0004491', 'A0004563', 'A0004864', 'A0005320', 'A0005524', 'A0005680', 'A0005715', 'A0006640']","['A0000879', 'A0001102', 'A0003756']",3.1
LKCMB-TSA,"6.952197,79.844452,6.951797,79.846535,6.941286,79.844837,6.941651,79.842877,6.952197,79.844452","[[6.952197, 79.844452], [6.951797, 79.846535], [6.941286, 79.844837], [6.941651, 79.842877], [6.952197, 79.844452]]",76,13,10,7,13.2,53.8,"['A0002108', 'A0002484', 'A0002594', 'A0002659', 'A0003303', 'A0003325', 'A0003610', 'A0003653', 'A0005018', 'A0005042', 'A0005166', 'A0005247', 'A0006901']","['A0002108', 'A0003303', 'A0003325', 'A0003610', 'A0005018', 'A0005042', 'A0005166']",14.7
NLRTM-TDT,"51.950800,4.032845,51.953263,4.057893,51.958904,4.056421,51.960042,4.073363,51.951648,4.077524,51.946410,4.038726,51.944185,4.039771,51.943950,4.038526,51.946357,4.037648,51.946101,4.035504,51.950800,4.032845","[[51.9508, 4.032845], [51.953263, 4.057893], [51.958904, 4.056421], [51.960042, 4.073363], [51.951648, 4.077524], [51.94641, 4.038726], [51.944185, 4.039771], [51.94395, 4.038526], [51.946357, 4.037648], [51.946101, 4.035504], [51.9508, 4.032845]]",772,34,24,3,3.1,8.8,"['A0000533', 'A0000540', 'A0000618', 'A0000759', 'A0000763', 'A0001294', 'A0001614', 'A0001640', 'A0001696', 'A0001843', 'A0001865', 'A0002082', 'A0002161', 'A0002335', 'A0002651', 'A0002913', 'A0002985', 'A0003144', 'A0003316', 'A0003505', 'A0003829', 'A0003842', 'A0004006', 'A0004152', 'A0004217', 'A0004801', 'A0005006', 'A0005075', 'A0005254', 'A0005515', 'A0006079', 'A0006117', 'A0006430', 'A0006733']","['A0001614', 'A0001696', 'A0002913']",3.9
PRSJU-THL,"18.428212,-66.107284,18.440093,-66.086513,18.437319,-66.085259,18.427092,-66.094785,18.424238,-66.103225,18.428212,-66.107284","[[18.428212, -66.107284], [18.440093, -66.086513], [18.437319, -66.085259], [18.427092, -66.094785], [18.424238, -66.103225], [18.428212, -66.107284]]",1522,18,2,1,0.1,5.6,"['A0000754', 'A0001008', 'A0001122', 'A0001783', 'A0002084', 'A0002126', 'A0002609', 'A0003036', 'A0003308', 'A0003837', 'A0003901', 'A0003928', 'A0004068', 'A0004955', 'A0005054', 'A0005409', 'A0005537', 'A0006039']",['A0001122'],1.9
PHZMP-TMN,"14.598981,120.942542,14.601895,120.955041,14.596559,120.957707,14.594858,120.943151,14.598981,120.942542","[[14.598981, 120.942542], [14.601895, 120.955041], [14.596559, 120.957707], [14.594858, 120.943151], [14.598981, 120.942542]]",441,9,26,2,5.9,22.2,"['A0000743', 'A0001590', 'A0001985', 'A0002426', 'A0002428', 'A0002551', 'A0004072', 'A0004989', 'A0005437']","['A0001590', 'A0001985']",7.4
SIKOP-TLK,"45.555838,13.731201,45.556006,13.744884,45.551653,13.739274,45.553444,13.738267,45.553131,13.728974,45.554650,13.728823,45.555838,13.731201","[[45.555838, 13.731201], [45.556006, 13.744884], [45.551653, 13.739274], [45.553444, 13.738267], [45.553131, 13.728974], [45.55465, 13.728823], [45.555838, 13.731201]]",415,16,8,2,1.9,12.5,"['A0001226', 'A0001380', 'A0001899', 'A0002219', 'A0002709', 'A0003509', 'A0004159', 'A0004396', 'A0004957', 'A0006084', 'A0006197', 'A0006645', 'A0006730', 'A0006816', 'A0006979', 'A0007280']","['A0006084', 'A0006730']",4.0
MXVER-TCI,"19.213602,-96.151852,19.213020,-96.139309,19.209961,-96.140235,19.201709,-96.135711,19.200738,-96.137253,19.213602,-96.151852","[[19.213602, -96.151852], [19.21302, -96.139309], [19.209961, -96.140235], [19.201709, -96.135711], [19.200738, -96.137253], [19.213602, -96.151852]]",1402,35,40,2,2.9,5.7,"['A0000325', 'A0000403', 'A0000669', 'A0000923', 'A0001332', 'A0001346', 'A0001541', 'A0001754', 'A0002143', 'A0002215', 'A0002367', 'A0002586', 'A0002800', 'A0002829', 'A0002917', 'A0002928', 'A0002948', 'A0003261', 'A0003586', 'A0003754', 'A0003887', 'A0004019', 'A0004383', 'A0004400', 'A0004592', 'A0004720', 'A0004783', 'A0004829', 'A0004830', 'A0004845', 'A0004871', 'A0004955', 'A0004963', 'A0005421', 'A0005635']","['A0000669', 'A0000923']",3.0
LKCMB-TIC,"6.945514,79.826029,6.945645,79.838445,6.941848,79.838498,6.941914,79.825936,6.945514,79.826029","[[6.945514, 79.826029], [6.945645, 79.838445], [6.941848, 79.838498], [6.941914, 79.825936], [6.945514, 79.826029]]",125,9,4,2,3.2,22.2,"['A0002976', 'A0003918', 'A0004363', 'A0004515', 'A0004731', 'A0005247', 'A0005333', 'A0006565', 'A0006901']","['A0003918', 'A0004363']",5.7
THLEM-TLA,"13.056333,100.887687,13.057585,100.892385,13.053315,100.893661,13.051991,100.889012,13.056333,100.887687","[[13.056333, 100.887687], [13.057585, 100.892385], [13.053315, 100.893661], [13.051991, 100.889012], [13.056333, 100.887687]]",115,6,2,2,1.7,33.3,"['A0000459', 'A0003874', 'A0004576', 'A0005135', 'A0005361', 'A0005745']","['A0004576', 'A0005135']",7.3
NZTAU-TAU,"-37.649192,176.182797,-37.648655,176.185112,-37.660248,176.185721,-37.664822,176.182820,-37.664748,176.180691,-37.649192,176.182797","[[-37.649192, 176.182797], [-37.648655, 176.185112], [-37.660248, 176.185721], [-37.664822, 176.18282], [-37.664748, 176.180691], [-37.649192, 176.182797]]",0,0,0,0,0.0,0.0,,,-0.0
MYPNG-TPP,"5.425918,100.361079,5.425668,100.362792,5.419734,100.362312,5.418711,100.371311,5.409752,100.367999,5.410457,100.365007,5.413140,100.365144,5.412162,100.359983,5.425918,100.361079","[[5.425918, 100.361079], [5.425668, 100.362792], [5.419734, 100.362312], [5.418711, 100.371311], [5.409752, 100.367999], [5.410457, 100.365007], [5.41314, 100.365144], [5.412162, 100.359983], [5.425918, 100.361079]]",0,0,0,0,0.0,0.0,,,-0.0
MXLCD-TLC,"17.959187,-102.179897,17.959375,-102.171834,17.950699,-102.171372,17.950259,-102.179567,17.959187,-102.179897","[[17.959187, -102.179897], [17.959375, -102.171834], [17.950699, -102.171372], [17.950259, -102.179567], [17.959187, -102.179897]]",0,0,0,0,0.0,0.0,,,-0.0
PLGDY-TGT,"54.542255,18.502936,54.543848,18.504548,54.541307,18.512484,54.540743,18.510538,54.541672,18.508187,54.539649,18.506078,54.540743,18.502713,54.542612,18.498902,54.543327,18.499601,54.542255,18.502936","[[54.542255, 18.502936], [54.543848, 18.504548], [54.541307, 18.512484], [54.540743, 18.510538], [54.541672, 18.508187], [54.539649, 18.506078], [54.540743, 18.502713], [54.542612, 18.498902], [54.543327, 18.499601], [54.542255, 18.502936]]",230,4,0,0,0.0,0.0,"['A0001072', 'A0001132', 'A0001577', 'A0001789']",,0.0
PLGDY-TGD,"54.548938,18.507659,54.548739,18.511227,54.545881,18.520370,54.542742,18.516843,54.546192,18.503215,54.544796,18.501806,54.543892,18.504479,54.542344,18.502836,54.543378,18.499683,54.547351,18.503625,54.547363,18.506909,54.548938,18.507659","[[54.548938, 18.507659], [54.548739, 18.511227], [54.545881, 18.52037], [54.542742, 18.516843], [54.546192, 18.503215], [54.544796, 18.501806], [54.543892, 18.504479], [54.542344, 18.502836], [54.543378, 18.499683], [54.547351, 18.503625], [54.547363, 18.506909], [54.548938, 18.507659]]",15,1,0,0,0.0,0.0,['A0001789'],,0.0
PAMIT-TMI,"9.365643,-79.886456,9.367201,-79.882914,9.358822,-79.879287,9.358344,-79.880480,9.355574,-79.880393,9.355145,-79.881580,9.365643,-79.886456","[[9.365643, -79.886456], [9.367201, -79.882914], [9.358822, -79.879287], [9.358344, -79.88048], [9.355574, -79.880393], [9.355145, -79.88158], [9.365643, -79.886456]]",169,3,0,0,0.0,0.0,"['A0002654', 'A0003531', 'A0005610']",,0.0
MXPGO-TPT,"21.349040,-89.681139,21.348352,-89.675090,21.346725,-89.673943,21.344839,-89.676090,21.344831,-89.681165,21.349040,-89.681139","[[21.34904, -89.681139], [21.348352, -89.67509], [21.346725, -89.673943], [21.344839, -89.67609], [21.344831, -89.681165], [21.34904, -89.681139]]",47,2,0,0,0.0,0.0,"['A0001691', 'A0004845']",,0.0
KHOUX-TOU,"10.648138,103.504224,10.646876,103.506910,10.649032,103.513461,10.645967,103.514341,10.643005,103.509805,10.642785,103.502583,10.645513,103.502867,10.648138,103.504224","[[10.648138, 103.504224], [10.646876, 103.50691], [10.649032, 103.513461], [10.645967, 103.514341], [10.643005, 103.509805], [10.642785, 103.502583], [10.645513, 103.502867], [10.648138, 103.504224]]",187,9,21,3,11.2,33.3,"['A0002305', 'A0002357', 'A0002397', 'A0002994', 'A0002996', 'A0004100', 'A0004841', 'A0005349', 'A0005429']","['A0002357', 'A0004841', 'A0005429']",10.5
MXAIJ-DCD,"22.417630,-97.876719,22.418290,-97.875924,22.413857,-97.875849,22.413685,-97.876541,22.413353,-97.878007,22.417529,-97.877785,22.417630,-97.876719","[[22.41763, -97.876719], [22.41829, -97.875924], [22.413857, -97.875849], [22.413685, -97.876541], [22.413353, -97.878007], [22.417529, -97.877785], [22.41763, -97.876719]]",1936,16,56,5,2.9,31.2,"['A0000026', 'A0000394', 'A0000579', 'A0002148', 'A0002355', 'A0002417', 'A0002763', 'A0003245', 'A0003514', 'A0003824', 'A0003876', 'A0003954', 'A0005224', 'A0005345', 'A0005581', 'A0005790']","['A0002417', 'A0002763', 'A0003876', 'A0005224', 'A0005790']",11.2
NZPCR-TPO,"-45.812458,170.621968,-45.808157,170.627139,-45.808558,170.628388,-45.812389,170.626464,-45.814774,170.623466,-45.813817,170.621568,-45.812458,170.621968","[[-45.812458, 170.621968], [-45.808157, 170.627139], [-45.808558, 170.628388], [-45.812389, 170.626464], [-45.814774, 170.623466], [-45.813817, 170.621568], [-45.812458, 170.621968]]",0,0,0,0,0.0,0.0,,,-0.0
NLRTM-TAP,"51.958384,4.030564,51.958663,4.031816,51.956816,4.033028,51.958751,4.055506,51.953590,4.056840,51.951477,4.031858,51.958384,4.030564","[[51.958384, 4.030564], [51.958663, 4.031816], [51.956816, 4.033028], [51.958751, 4.055506], [51.95359, 4.05684], [51.951477, 4.031858], [51.958384, 4.030564]]",0,0,0,0,0.0,0.0,,,-0.0
MMYAG-TIP,"16.774190,96.128481,16.775743,96.130148,16.776073,96.130721,16.779888,96.132520,16.778571,96.135094,16.777145,96.136390,16.772983,96.135421,16.773278,96.132572,16.774190,96.128481","[[16.77419, 96.128481], [16.775743, 96.130148], [16.776073, 96.130721], [16.779888, 96.13252], [16.778571, 96.135094], [16.777145, 96.13639], [16.772983, 96.135421], [16.773278, 96.132572], [16.77419, 96.128481]]",0,0,0,0,0.0,0.0,,,-0.0
PLGDY-REF,"54.538015,18.494345,54.539934,18.496218,54.536189,18.499625,54.536223,18.497872,54.536663,18.498231,54.538270,18.496537,54.537553,18.495600,54.538015,18.494345","[[54.538015, 18.494345], [54.539934, 18.496218], [54.536189, 18.499625], [54.536223, 18.497872], [54.536663, 18.498231], [54.53827, 18.496537], [54.537553, 18.4956], [54.538015, 18.494345]]",0,0,0,0,0.0,0.0,,,-0.0
PLGDY-DRA2,"54.552834,18.468335,54.553021,18.468603,54.552794,18.472889,54.551603,18.473659,54.552396,18.474366,54.552117,18.474998,54.551316,18.474174,54.548676,18.479219,54.549350,18.475758,54.552834,18.468335","[[54.552834, 18.468335], [54.553021, 18.468603], [54.552794, 18.472889], [54.551603, 18.473659], [54.552396, 18.474366], [54.552117, 18.474998], [54.551316, 18.474174], [54.548676, 18.479219], [54.54935, 18.475758], [54.552834, 18.468335]]",0,0,0,0,0.0,0.0,,,-0.0
PLGDY-REF2,"54.541848,18.485583,54.541527,18.485201,54.541715,18.484005,54.542137,18.483106,54.542819,18.483508,54.541848,18.485583","[[54.541848, 18.485583], [54.541527, 18.485201], [54.541715, 18.484005], [54.542137, 18.483106], [54.542819, 18.483508], [54.541848, 18.485583]]",0,0,0,0,0.0,0.0,,,-0.0
PLVOJ-RSP,"51.727754,19.546885,51.726784,19.548275,51.727760,19.553513,51.727093,19.553787,51.724328,19.541618,51.725310,19.541197,51.726068,19.544966,51.727026,19.544300,51.727754,19.546885","[[51.727754, 19.546885], [51.726784, 19.548275], [51.72776, 19.553513], [51.727093, 19.553787], [51.724328, 19.541618], [51.72531, 19.541197], [51.726068, 19.544966], [51.727026, 19.5443], [51.727754, 19.546885]]",0,0,0,0,0.0,0.0,,,-0.0
PLGDI-RMT,"52.310348,17.029213,52.311419,17.030951,52.307455,17.038574,52.306716,17.037407,52.305710,17.038898,52.304709,17.038560,52.310348,17.029213","[[52.310348, 17.029213], [52.311419, 17.030951], [52.307455, 17.038574], [52.306716, 17.037407], [52.30571, 17.038898], [52.304709, 17.03856], [52.310348, 17.029213]]",67,2,57,1,85.1,50.0,"['A0001132', 'A0001577']",['A0001132'],21.1
PLPZK-DPI,"52.167932,20.792214,52.166771,20.793397,52.164146,20.785342,52.164418,20.785208,52.165787,20.788088,52.166102,20.787883,52.166815,20.789313,52.167314,20.790280,52.167932,20.792214","[[52.167932, 20.792214], [52.166771, 20.793397], [52.164146, 20.785342], [52.164418, 20.785208], [52.165787, 20.788088], [52.166102, 20.787883], [52.166815, 20.789313], [52.167314, 20.79028], [52.167932, 20.792214]]",0,0,0,0,0.0,0.0,,,-0.0
PLDBG-DPI,"50.332133,19.330667,50.333302,19.342428,50.332113,19.342767,50.331038,19.333313,50.332133,19.330667","[[50.332133, 19.330667], [50.333302, 19.342428], [50.332113, 19.342767], [50.331038, 19.333313], [50.332133, 19.330667]]",0,0,0,0,0.0,0.0,,,-0.0
NZNEL-TPN,"-41.259758,173.271400,-41.261853,173.272638,-41.258745,173.274559,-41.258478,173.277516,-41.261621,173.279328,-41.266626,173.276494,-41.262168,173.268659,-41.259758,173.271400","[[-41.259758, 173.2714], [-41.261853, 173.272638], [-41.258745, 173.274559], [-41.258478, 173.277516], [-41.261621, 173.279328], [-41.266626, 173.276494], [-41.262168, 173.268659], [-41.259758, 173.2714]]",0,0,0,0,0.0,0.0,,,-0.0
PECLO-DDP,"-12.267921,-76.830783,-12.266688,-76.828701,-12.266702,-76.828024,-12.269279,-76.828131,-12.269230,-76.829571,-12.267921,-76.830783","[[-12.267921, -76.830783], [-12.266688, -76.828701], [-12.266702, -76.828024], [-12.269279, -76.828131], [-12.26923, -76.829571], [-12.267921, -76.830783]]",0,0,0,0,0.0,0.0,,,-0.0
NZLTT-DWC,"-43.560918,172.680349,-43.566220,172.680175,-43.567545,172.681736,-43.567317,172.687255,-43.563866,172.686876,-43.560907,172.681342,-43.560918,172.680349","[[-43.560918, 172.680349], [-43.56622, 172.680175], [-43.567545, 172.681736], [-43.567317, 172.687255], [-43.563866, 172.686876], [-43.560907, 172.681342], [-43.560918, 172.680349]]",0,0,0,0,0.0,0.0,,,-0.0
NGLOS-DKE,"6.440855,3.313841,6.440838,3.314592,6.440246,3.314835,6.440103,3.313735,6.440855,3.313841","[[6.440855, 3.313841], [6.440838, 3.314592], [6.440246, 3.314835], [6.440103, 3.313735], [6.440855, 3.313841]]",70,9,0,0,0.0,0.0,"['A0001104', 'A0001968', 'A0002326', 'A0002535', 'A0002582', 'A0003278', 'A0003551', 'A0004117', 'A0005772']",,0.0
SIKOP-DLJ,"45.555738,13.756139,45.555152,13.757865,45.554534,13.758491,45.553901,13.756693,45.554311,13.755888,45.555299,13.755126,45.555738,13.756139","[[45.555738, 13.756139], [45.555152, 13.757865], [45.554534, 13.758491], [45.553901, 13.756693], [45.554311, 13.755888], [45.555299, 13.755126], [45.555738, 13.756139]]",56,1,0,0,0.0,0.0,['A0004159'],,0.0
NLTBU-DBT,"51.602140,4.978448,51.603026,4.979324,51.599569,4.988308,51.598875,4.987964,51.601222,4.981918,51.600892,4.981402,51.602140,4.978448","[[51.60214, 4.978448], [51.603026, 4.979324], [51.599569, 4.988308], [51.598875, 4.987964], [51.601222, 4.981918], [51.600892, 4.981402], [51.60214, 4.978448]]",16,1,0,0,0.0,0.0,['A0001865'],,0.0
KRPUS-TPN,"35.082984,128.819323,35.083091,128.834614,35.077773,128.834687,35.077720,128.819283,35.082984,128.819323","[[35.082984, 128.819323], [35.083091, 128.834614], [35.077773, 128.834687], [35.07772, 128.819283], [35.082984, 128.819323]]",559,21,18,3,3.2,14.3,"['A0000884', 'A0001384', 'A0001701', 'A0001983', 'A0002237', 'A0002818', 'A0003510', 'A0003609', 'A0003923', 'A0003951', 'A0004079', 'A0004198', 'A0004513', 'A0004775', 'A0005192', 'A0005223', 'A0005422', 'A0005509', 'A0005518', 'A0005750', 'A0005797']","['A0002237', 'A0003609', 'A0005192']",5.2
KHPKH-TPK,"11.480460,105.134894,11.472777,105.145603,11.470981,105.144371,11.473571,105.140766,11.480136,105.134398,11.480460,105.134894","[[11.48046, 105.134894], [11.472777, 105.145603], [11.470981, 105.144371], [11.473571, 105.140766], [11.480136, 105.134398], [11.48046, 105.134894]]",182,7,0,0,0.0,0.0,"['A0002994', 'A0003052', 'A0003660', 'A0003992', 'A0004496', 'A0004602', 'A0005338']",,0.0
KRPUS-TBC,"35.064903,128.793771,35.066661,128.804923,35.061464,128.806376,35.059551,128.795003,35.064903,128.793771","[[35.064903, 128.793771], [35.066661, 128.804923], [35.061464, 128.806376], [35.059551, 128.795003], [35.064903, 128.793771]]",1946,24,116,9,6.0,37.5,"['A0000665', 'A0000679', 'A0001005', 'A0001070', 'A0001172', 'A0001492', 'A0001782', 'A0002002', 'A0002237', 'A0002454', 'A0002504', 'A0002802', 'A0004169', 'A0004261', 'A0004384', 'A0004475', 'A0004696', 'A0004856', 'A0004919', 'A0004988', 'A0005179', 'A0005327', 'A0005403', 'A0005412']","['A0001005', 'A0001070', 'A0001492', 'A0002002', 'A0002237', 'A0002454', 'A0004384', 'A0004919', 'A0005327']",14.9
SVSSR-DSS,"13.802304,-89.393527,13.801887,-89.391201,13.798013,-89.391738,13.799594,-89.393267,13.802304,-89.393527","[[13.802304, -89.393527], [13.801887, -89.391201], [13.798013, -89.391738], [13.799594, -89.393267], [13.802304, -89.393527]]",0,0,0,0,0.0,0.0,,,-0.0
KEMBA-TMB,"-4.041947,39.638103,-4.042777,39.638436,-4.043188,39.636912,-4.043467,39.631973,-4.042777,39.631588,-4.043118,39.630519,-4.043782,39.630221,-4.047118,39.622734,-4.045177,39.621885,-4.041718,39.629633,-4.041947,39.638103","[[-4.041947, 39.638103], [-4.042777, 39.638436], [-4.043188, 39.636912], [-4.043467, 39.631973], [-4.042777, 39.631588], [-4.043118, 39.630519], [-4.043782, 39.630221], [-4.047118, 39.622734], [-4.045177, 39.621885], [-4.041718, 39.629633], [-4.041947, 39.638103]]",295,11,46,4,15.6,36.4,"['A0000093', 'A0000930', 'A0001462', 'A0004081', 'A0004406', 'A0004412', 'A0004415', 'A0004546', 'A0005542', 'A0005679', 'A0005740']","['A0000093', 'A0001462', 'A0004081', 'A0004415']",13.4
NLRTM-DKC,"51.885726,4.409381,51.881351,4.429475,51.878060,4.432345,51.883195,4.409791,51.885076,4.408619,51.885726,4.409381","[[51.885726, 4.409381], [51.881351, 4.429475], [51.87806, 4.432345], [51.883195, 4.409791], [51.885076, 4.408619], [51.885726, 4.409381]]",0,0,0,0,0.0,0.0,,,-0.0
LKCMB-DNC,"6.995315,79.892151,6.994897,79.892976,6.994375,79.892954,6.994392,79.892351,6.994702,79.891984,6.995211,79.892040,6.995315,79.892151","[[6.995315, 79.892151], [6.994897, 79.892976], [6.994375, 79.892954], [6.994392, 79.892351], [6.994702, 79.891984], [6.995211, 79.89204], [6.995315, 79.892151]]",84,2,0,0,0.0,0.0,"['A0002659', 'A0005333']",,0.0
PECLO-DDP2,"-11.929299,-77.139536,-11.928368,-77.134209,-11.930939,-77.135451,-11.930700,-77.136301,-11.933810,-77.137843,-11.933789,-77.138541,-11.929299,-77.139536","[[-11.929299, -77.139536], [-11.928368, -77.134209], [-11.930939, -77.135451], [-11.9307, -77.136301], [-11.93381, -77.137843], [-11.933789, -77.138541], [-11.929299, -77.139536]]",2944,22,0,0,0.0,0.0,"['A0000875', 'A0000898', 'A0001647', 'A0001880', 'A0002116', 'A0002162', 'A0002229', 'A0002608', 'A0002686', 'A0002870', 'A0002959', 'A0003300', 'A0004033', 'A0004761', 'A0004962', 'A0004997', 'A0005091', 'A0005188', 'A0005539', 'A0005644', 'A0005668', 'A0005783']",,0.0
